,M-File,F-File,M-Part,F-Part,Cosine,male_openness,male_extraversion,male_agreeableness,male_conscientiousness,male_emo_stab,fem_openness,fem_extraversion,fem_agreeableness,fem_conscientiousness,fem_emo_stab
797,M05_P21.rtf,F19_P29.rtf,21,29,0.090974897,42,44,44,49,22,26,48,40,28,25
798,M06_P24.rtf,F19_P29.rtf,24,29,0.059912355,37,37,31,31,32,26,48,40,28,25
799,M07_P25.rtf,F19_P29.rtf,25,29,0.03283254,41,43,43,43,47,26,48,40,28,25
800,M08_P30.rtf,F19_P29.rtf,30,29,0.083168225,29,39,39,37,34,26,48,40,28,25
801,M09_P33.rtf,F19_P29.rtf,33,29,0.029637636,34,36,33,40,28,26,48,40,28,25
802,M10_P34.rtf,F19_P29.rtf,34,29,0.141836816,39,28,34,39,33,26,48,40,28,25
803,M11_P35.rtf,F19_P29.rtf,35,29,0.230523926,42,41,32,41,34,26,48,40,28,25
804,M12_P37.rtf,F19_P29.rtf,37,29,0.079611239,35,39,35,41,34,26,48,40,28,25
805,M13_P38.rtf,F19_P29.rtf,38,29,0.062252611,32,26,33,30,28,26,48,40,28,25
806,M14_P50.rtf,F19_P29.rtf,50,29,-0.029958219,48,28,43,36,25,26,48,40,28,25
807,M15_P58.rtf,F19_P29.rtf,58,29,0.109246119,31,36,36,33,27,26,48,40,28,25
808,M16_P66.rtf,F19_P29.rtf,66,29,0.09903727,34,29,35,38,35,26,48,40,28,25
809,M17_P73.rtf,F19_P29.rtf,73,29,0.121064074,34,45,32,32,25,26,48,40,28,25
810,M18_P74.rtf,F19_P29.rtf,74,29,0.026618123,44,36,39,29,22,26,48,40,28,25
811,M19_P76.rtf,F19_P29.rtf,76,29,0.057428072,37,31,24,24,31,26,48,40,28,25
812,M20_P77.rtf,F19_P29.rtf,77,29,0.048625282,36,50,34,30,33,26,48,40,28,25
813,M21_P78.rtf,F19_P29.rtf,78,29,0.121940712,44,21,32,22,18,26,48,40,28,25
814,M22_P79.rtf,F19_P29.rtf,79,29,0.022135286,47,25,37,28,22,26,48,40,28,25
815,M23_P80.rtf,F19_P29.rtf,80,29,0.020053983,41,46,41,39,44,26,48,40,28,25
816,M24_P81.rtf,F19_P29.rtf,81,29,0.05597129,41,46,36,33,38,26,48,40,28,25
817,M25_P82.rtf,F19_P29.rtf,82,29,0.085808022,47,46,47,42,42,26,48,40,28,25
818,M26_P83.rtf,F19_P29.rtf,83,29,0.272789589,39,42,45,33,41,26,48,40,28,25
819,M27_P84.rtf,F19_P29.rtf,84,29,0.300355438,46,47,37,34,43,26,48,40,28,25
820,M28_P86.rtf,F19_P29.rtf,86,29,0.044888778,35,44,35,35,33,26,48,40,28,25
821,M29_P87.rtf,F19_P29.rtf,87,29,0.058152013,36,40,37,36,29,26,48,40,28,25
822,M30_P88.rtf,F19_P29.rtf,88,29,0.063218979,24,47,32,36,46,26,48,40,28,25
823,M31_P89.rtf,F19_P29.rtf,89,29,0.32270372,36,37,28,32,32,26,48,40,28,25
824,M32_P90.rtf,F19_P29.rtf,90,29,0.063469574,23,35,38,38,32,26,48,40,28,25
825,M33_P91.rtf,F19_P29.rtf,91,29,0.129615815,25,42,34,46,45,26,48,40,28,25
826,M34_P92.rtf,F19_P29.rtf,92,29,0.109950877,48,46,36,44,37,26,48,40,28,25
827,M35_P93.rtf,F19_P29.rtf,93,29,0.062633461,35,24,37,22,33,26,48,40,28,25
828,M36_P94.rtf,F19_P29.rtf,94,29,0.024862463,41,33,28,39,42,26,48,40,28,25
829,M37_P96.rtf,F19_P29.rtf,96,29,0.161325097,33,41,33,39,35,26,48,40,28,25
830,M38_P97.rtf,F19_P29.rtf,97,29,0.102266444,42,44,38,26,29,26,48,40,28,25
831,M39_P98.rtf,F19_P29.rtf,98,29,0.072990099,46,22,34,40,26,26,48,40,28,25
832,M40_P99.rtf,F19_P29.rtf,99,29,0.061426613,34,45,32,34,28,26,48,40,28,25
833,M41_P101.rtf,F19_P29.rtf,101,29,0.178855643,34,40,42,33,40,26,48,40,28,25
834,M42_P103.rtf,F19_P29.rtf,103,29,0.077202169,33,36,30,32,25,26,48,40,28,25
835,M43_P104.rtf,F19_P29.rtf,104,29,0.143454182,35,44,40,41,35,26,48,40,28,25
836,M44_P105.rtf,F19_P29.rtf,105,29,0.036066261,30,37,44,35,36,26,48,40,28,25
837,M01_P2.rtf,F20_P31.rtf,2,31,0.034361784,30,33,41,43,22,33,44,36,38,34
838,M02_P7.rtf,F20_P31.rtf,7,31,0.047227809,40,27,32,25,15,33,44,36,38,34
839,M03_P12.rtf,F20_P31.rtf,12,31,0.096342174,39,33,31,30,30,33,44,36,38,34
840,M04_P15.rtf,F20_P31.rtf,15,31,0.03073152,39,35,31,39,43,33,44,36,38,34
841,M05_P21.rtf,F20_P31.rtf,21,31,0.027511628,42,44,44,49,22,33,44,36,38,34
842,M06_P24.rtf,F20_P31.rtf,24,31,0.040949955,37,37,31,31,32,33,44,36,38,34
843,M07_P25.rtf,F20_P31.rtf,25,31,0.129496354,41,43,43,43,47,33,44,36,38,34
844,M08_P30.rtf,F20_P31.rtf,30,31,-0.021201596,29,39,39,37,34,33,44,36,38,34
845,M09_P33.rtf,F20_P31.rtf,33,31,0.225128536,34,36,33,40,28,33,44,36,38,34
846,M10_P34.rtf,F20_P31.rtf,34,31,0.161113692,39,28,34,39,33,33,44,36,38,34
847,M11_P35.rtf,F20_P31.rtf,35,31,0.148625358,42,41,32,41,34,33,44,36,38,34
848,M12_P37.rtf,F20_P31.rtf,37,31,0.087594756,35,39,35,41,34,33,44,36,38,34
849,M13_P38.rtf,F20_P31.rtf,38,31,0.08854106,32,26,33,30,28,33,44,36,38,34
850,M14_P50.rtf,F20_P31.rtf,50,31,0.209135646,48,28,43,36,25,33,44,36,38,34
851,M15_P58.rtf,F20_P31.rtf,58,31,0.024333054,31,36,36,33,27,33,44,36,38,34
852,M16_P66.rtf,F20_P31.rtf,66,31,0.074065855,34,29,35,38,35,33,44,36,38,34
853,M17_P73.rtf,F20_P31.rtf,73,31,0.065854482,34,45,32,32,25,33,44,36,38,34
854,M18_P74.rtf,F20_P31.rtf,74,31,-0.077044988,44,36,39,29,22,33,44,36,38,34
855,M19_P76.rtf,F20_P31.rtf,76,31,0.037746329,37,31,24,24,31,33,44,36,38,34
856,M20_P77.rtf,F20_P31.rtf,77,31,0.038414697,36,50,34,30,33,33,44,36,38,34
857,M21_P78.rtf,F20_P31.rtf,78,31,0.107077461,44,21,32,22,18,33,44,36,38,34
858,M22_P79.rtf,F20_P31.rtf,79,31,0.078023013,47,25,37,28,22,33,44,36,38,34
859,M23_P80.rtf,F20_P31.rtf,80,31,0.025324847,41,46,41,39,44,33,44,36,38,34
860,M24_P81.rtf,F20_P31.rtf,81,31,0.055974132,41,46,36,33,38,33,44,36,38,34
861,M25_P82.rtf,F20_P31.rtf,82,31,0.312352785,47,46,47,42,42,33,44,36,38,34
862,M26_P83.rtf,F20_P31.rtf,83,31,0.338526236,39,42,45,33,41,33,44,36,38,34
863,M27_P84.rtf,F20_P31.rtf,84,31,-0.044808443,46,47,37,34,43,33,44,36,38,34
864,M28_P86.rtf,F20_P31.rtf,86,31,0.047639868,35,44,35,35,33,33,44,36,38,34
865,M29_P87.rtf,F20_P31.rtf,87,31,0.151626064,36,40,37,36,29,33,44,36,38,34
866,M30_P88.rtf,F20_P31.rtf,88,31,-0.016388941,24,47,32,36,46,33,44,36,38,34
867,M31_P89.rtf,F20_P31.rtf,89,31,0.212170327,36,37,28,32,32,33,44,36,38,34
868,M32_P90.rtf,F20_P31.rtf,90,31,0.082405394,23,35,38,38,32,33,44,36,38,34
869,M33_P91.rtf,F20_P31.rtf,91,31,0.010352295,25,42,34,46,45,33,44,36,38,34
870,M34_P92.rtf,F20_P31.rtf,92,31,0.160529212,48,46,36,44,37,33,44,36,38,34
871,M35_P93.rtf,F20_P31.rtf,93,31,0.040077254,35,24,37,22,33,33,44,36,38,34
872,M36_P94.rtf,F20_P31.rtf,94,31,0.011044368,41,33,28,39,42,33,44,36,38,34
873,M37_P96.rtf,F20_P31.rtf,96,31,0.117371904,33,41,33,39,35,33,44,36,38,34
874,M38_P97.rtf,F20_P31.rtf,97,31,0.093701707,42,44,38,26,29,33,44,36,38,34
875,M39_P98.rtf,F20_P31.rtf,98,31,0.016193168,46,22,34,40,26,33,44,36,38,34
876,M40_P99.rtf,F20_P31.rtf,99,31,-0.017169811,34,45,32,34,28,33,44,36,38,34
877,M41_P101.rtf,F20_P31.rtf,101,31,0.098970422,34,40,42,33,40,33,44,36,38,34
878,M42_P103.rtf,F20_P31.rtf,103,31,0.055379845,33,36,30,32,25,33,44,36,38,34
879,M43_P104.rtf,F20_P31.rtf,104,31,0.018623604,35,44,40,41,35,33,44,36,38,34
880,M44_P105.rtf,F20_P31.rtf,105,31,0.116653721,30,37,44,35,36,33,44,36,38,34
881,M01_P2.rtf,F21_P32.rtf,2,32,0.16111965,30,33,41,43,22,37,40,41,36,36
882,M02_P7.rtf,F21_P32.rtf,7,32,0.22241657,40,27,32,25,15,37,40,41,36,36
883,M03_P12.rtf,F21_P32.rtf,12,32,0.524607832,39,33,31,30,30,37,40,41,36,36
884,M04_P15.rtf,F21_P32.rtf,15,32,0.223457656,39,35,31,39,43,37,40,41,36,36
885,M05_P21.rtf,F21_P32.rtf,21,32,0.066046268,42,44,44,49,22,37,40,41,36,36
886,M06_P24.rtf,F21_P32.rtf,24,32,0.212052516,37,37,31,31,32,37,40,41,36,36
887,M07_P25.rtf,F21_P32.rtf,25,32,0.251003897,41,43,43,43,47,37,40,41,36,36
888,M08_P30.rtf,F21_P32.rtf,30,32,0.162998636,29,39,39,37,34,37,40,41,36,36
889,M09_P33.rtf,F21_P32.rtf,33,32,0.144410584,34,36,33,40,28,37,40,41,36,36
890,M10_P34.rtf,F21_P32.rtf,34,32,0.616082837,39,28,34,39,33,37,40,41,36,36
891,M11_P35.rtf,F21_P32.rtf,35,32,0.548666537,42,41,32,41,34,37,40,41,36,36
892,M12_P37.rtf,F21_P32.rtf,37,32,0.412777368,35,39,35,41,34,37,40,41,36,36
893,M13_P38.rtf,F21_P32.rtf,38,32,0.046682767,32,26,33,30,28,37,40,41,36,36
894,M14_P50.rtf,F21_P32.rtf,50,32,0.474232674,48,28,43,36,25,37,40,41,36,36
895,M15_P58.rtf,F21_P32.rtf,58,32,0.194664762,31,36,36,33,27,37,40,41,36,36
896,M16_P66.rtf,F21_P32.rtf,66,32,0.742352982,34,29,35,38,35,37,40,41,36,36
897,M17_P73.rtf,F21_P32.rtf,73,32,0.503789923,34,45,32,32,25,37,40,41,36,36
898,M18_P74.rtf,F21_P32.rtf,74,32,0.455260803,44,36,39,29,22,37,40,41,36,36
899,M19_P76.rtf,F21_P32.rtf,76,32,0.068742745,37,31,24,24,31,37,40,41,36,36
900,M20_P77.rtf,F21_P32.rtf,77,32,0.255056052,36,50,34,30,33,37,40,41,36,36
901,M21_P78.rtf,F21_P32.rtf,78,32,0.3239592,44,21,32,22,18,37,40,41,36,36
902,M22_P79.rtf,F21_P32.rtf,79,32,0.367921394,47,25,37,28,22,37,40,41,36,36
903,M23_P80.rtf,F21_P32.rtf,80,32,0.276281239,41,46,41,39,44,37,40,41,36,36
904,M24_P81.rtf,F21_P32.rtf,81,32,0.183453145,41,46,36,33,38,37,40,41,36,36
905,M25_P82.rtf,F21_P32.rtf,82,32,0.069463291,47,46,47,42,42,37,40,41,36,36
906,M26_P83.rtf,F21_P32.rtf,83,32,0.404789948,39,42,45,33,41,37,40,41,36,36
907,M27_P84.rtf,F21_P32.rtf,84,32,0.504138345,46,47,37,34,43,37,40,41,36,36
908,M28_P86.rtf,F21_P32.rtf,86,32,0.00305885,35,44,35,35,33,37,40,41,36,36
909,M29_P87.rtf,F21_P32.rtf,87,32,0.101194008,36,40,37,36,29,37,40,41,36,36
910,M30_P88.rtf,F21_P32.rtf,88,32,0.343877501,24,47,32,36,46,37,40,41,36,36
911,M31_P89.rtf,F21_P32.rtf,89,32,0.518553359,36,37,28,32,32,37,40,41,36,36
912,M32_P90.rtf,F21_P32.rtf,90,32,0.487055881,23,35,38,38,32,37,40,41,36,36
913,M33_P91.rtf,F21_P32.rtf,91,32,0.310259526,25,42,34,46,45,37,40,41,36,36
914,M34_P92.rtf,F21_P32.rtf,92,32,0.351792439,48,46,36,44,37,37,40,41,36,36
915,M35_P93.rtf,F21_P32.rtf,93,32,0.039806838,35,24,37,22,33,37,40,41,36,36
916,M36_P94.rtf,F21_P32.rtf,94,32,0.108102983,41,33,28,39,42,37,40,41,36,36
917,M37_P96.rtf,F21_P32.rtf,96,32,0.216310082,33,41,33,39,35,37,40,41,36,36
918,M38_P97.rtf,F21_P32.rtf,97,32,0.608207087,42,44,38,26,29,37,40,41,36,36
919,M39_P98.rtf,F21_P32.rtf,98,32,0.322933471,46,22,34,40,26,37,40,41,36,36
920,M40_P99.rtf,F21_P32.rtf,99,32,0.172985464,34,45,32,34,28,37,40,41,36,36
921,M41_P101.rtf,F21_P32.rtf,101,32,0.568722557,34,40,42,33,40,37,40,41,36,36
922,M42_P103.rtf,F21_P32.rtf,103,32,0.077011305,33,36,30,32,25,37,40,41,36,36
923,M43_P104.rtf,F21_P32.rtf,104,32,0.364722394,35,44,40,41,35,37,40,41,36,36
924,M44_P105.rtf,F21_P32.rtf,105,32,0.093408436,30,37,44,35,36,37,40,41,36,36
925,M01_P2.rtf,F22_P36.rtf,2,36,0.011848262,30,33,41,43,22,34,25,31,36,24
926,M02_P7.rtf,F22_P36.rtf,7,36,0.037237624,40,27,32,25,15,34,25,31,36,24
927,M03_P12.rtf,F22_P36.rtf,12,36,0.345438698,39,33,31,30,30,34,25,31,36,24
928,M04_P15.rtf,F22_P36.rtf,15,36,-0.077402951,39,35,31,39,43,34,25,31,36,24
929,M05_P21.rtf,F22_P36.rtf,21,36,0.021186609,42,44,44,49,22,34,25,31,36,24
930,M06_P24.rtf,F22_P36.rtf,24,36,0.156047848,37,37,31,31,32,34,25,31,36,24
931,M07_P25.rtf,F22_P36.rtf,25,36,0.323771575,41,43,43,43,47,34,25,31,36,24
932,M08_P30.rtf,F22_P36.rtf,30,36,0.136143386,29,39,39,37,34,34,25,31,36,24
933,M09_P33.rtf,F22_P36.rtf,33,36,0.238445568,34,36,33,40,28,34,25,31,36,24
934,M10_P34.rtf,F22_P36.rtf,34,36,0.260772815,39,28,34,39,33,34,25,31,36,24
935,M11_P35.rtf,F22_P36.rtf,35,36,0.276653984,42,41,32,41,34,34,25,31,36,24
936,M12_P37.rtf,F22_P36.rtf,37,36,0.159566063,35,39,35,41,34,34,25,31,36,24
937,M13_P38.rtf,F22_P36.rtf,38,36,0.051825969,32,26,33,30,28,34,25,31,36,24
938,M14_P50.rtf,F22_P36.rtf,50,36,0.205174036,48,28,43,36,25,34,25,31,36,24
939,M15_P58.rtf,F22_P36.rtf,58,36,0.117336084,31,36,36,33,27,34,25,31,36,24
940,M16_P66.rtf,F22_P36.rtf,66,36,0.1974095,34,29,35,38,35,34,25,31,36,24
941,M17_P73.rtf,F22_P36.rtf,73,36,0.200047657,34,45,32,32,25,34,25,31,36,24
942,M18_P74.rtf,F22_P36.rtf,74,36,0.196044495,44,36,39,29,22,34,25,31,36,24
943,M19_P76.rtf,F22_P36.rtf,76,36,0.063337471,37,31,24,24,31,34,25,31,36,24
944,M20_P77.rtf,F22_P36.rtf,77,36,0.162955123,36,50,34,30,33,34,25,31,36,24
945,M21_P78.rtf,F22_P36.rtf,78,36,0.162214377,44,21,32,22,18,34,25,31,36,24
946,M22_P79.rtf,F22_P36.rtf,79,36,0.058424203,47,25,37,28,22,34,25,31,36,24
947,M23_P80.rtf,F22_P36.rtf,80,36,0.101705457,41,46,41,39,44,34,25,31,36,24
948,M24_P81.rtf,F22_P36.rtf,81,36,0.035241005,41,46,36,33,38,34,25,31,36,24
949,M25_P82.rtf,F22_P36.rtf,82,36,0.258028285,47,46,47,42,42,34,25,31,36,24
950,M26_P83.rtf,F22_P36.rtf,83,36,0.285788929,39,42,45,33,41,34,25,31,36,24
951,M27_P84.rtf,F22_P36.rtf,84,36,0.222340447,46,47,37,34,43,34,25,31,36,24
952,M28_P86.rtf,F22_P36.rtf,86,36,0.093840054,35,44,35,35,33,34,25,31,36,24
953,M29_P87.rtf,F22_P36.rtf,87,36,0.080105682,36,40,37,36,29,34,25,31,36,24
954,M30_P88.rtf,F22_P36.rtf,88,36,0.273031703,24,47,32,36,46,34,25,31,36,24
955,M31_P89.rtf,F22_P36.rtf,89,36,0.429014669,36,37,28,32,32,34,25,31,36,24
956,M32_P90.rtf,F22_P36.rtf,90,36,0.298979867,23,35,38,38,32,34,25,31,36,24
957,M33_P91.rtf,F22_P36.rtf,91,36,0.104181157,25,42,34,46,45,34,25,31,36,24
958,M34_P92.rtf,F22_P36.rtf,92,36,0.075029245,48,46,36,44,37,34,25,31,36,24
959,M35_P93.rtf,F22_P36.rtf,93,36,0.020899376,35,24,37,22,33,34,25,31,36,24
960,M36_P94.rtf,F22_P36.rtf,94,36,-0.044110729,41,33,28,39,42,34,25,31,36,24
961,M37_P96.rtf,F22_P36.rtf,96,36,0.058423203,33,41,33,39,35,34,25,31,36,24
962,M38_P97.rtf,F22_P36.rtf,97,36,0.390093002,42,44,38,26,29,34,25,31,36,24
963,M39_P98.rtf,F22_P36.rtf,98,36,0.01456298,46,22,34,40,26,34,25,31,36,24
964,M40_P99.rtf,F22_P36.rtf,99,36,0.160128733,34,45,32,34,28,34,25,31,36,24
965,M41_P101.rtf,F22_P36.rtf,101,36,0.159965891,34,40,42,33,40,34,25,31,36,24
966,M42_P103.rtf,F22_P36.rtf,103,36,0.210157196,33,36,30,32,25,34,25,31,36,24
967,M43_P104.rtf,F22_P36.rtf,104,36,0.176450122,35,44,40,41,35,34,25,31,36,24
968,M44_P105.rtf,F22_P36.rtf,105,36,-0.168595455,30,37,44,35,36,34,25,31,36,24
969,M01_P2.rtf,F23_P39.rtf,2,39,0.028650138,30,33,41,43,22,39,32,43,38,22
970,M02_P7.rtf,F23_P39.rtf,7,39,0.160278388,40,27,32,25,15,39,32,43,38,22
971,M03_P12.rtf,F23_P39.rtf,12,39,0.634182206,39,33,31,30,30,39,32,43,38,22
972,M04_P15.rtf,F23_P39.rtf,15,39,0.053802352,39,35,31,39,43,39,32,43,38,22
973,M05_P21.rtf,F23_P39.rtf,21,39,0.21462915,42,44,44,49,22,39,32,43,38,22
974,M06_P24.rtf,F23_P39.rtf,24,39,0.470571284,37,37,31,31,32,39,32,43,38,22
975,M07_P25.rtf,F23_P39.rtf,25,39,0.042142597,41,43,43,43,47,39,32,43,38,22
976,M08_P30.rtf,F23_P39.rtf,30,39,-0.017330087,29,39,39,37,34,39,32,43,38,22
977,M09_P33.rtf,F23_P39.rtf,33,39,0.210983133,34,36,33,40,28,39,32,43,38,22
978,M10_P34.rtf,F23_P39.rtf,34,39,0.209468861,39,28,34,39,33,39,32,43,38,22
979,M11_P35.rtf,F23_P39.rtf,35,39,0.230700734,42,41,32,41,34,39,32,43,38,22
980,M12_P37.rtf,F23_P39.rtf,37,39,0.215385047,35,39,35,41,34,39,32,43,38,22
981,M13_P38.rtf,F23_P39.rtf,38,39,0.021459038,32,26,33,30,28,39,32,43,38,22
982,M14_P50.rtf,F23_P39.rtf,50,39,0.270055407,48,28,43,36,25,39,32,43,38,22
983,M15_P58.rtf,F23_P39.rtf,58,39,0.109587366,31,36,36,33,27,39,32,43,38,22
984,M16_P66.rtf,F23_P39.rtf,66,39,0.472191936,34,29,35,38,35,39,32,43,38,22
985,M17_P73.rtf,F23_P39.rtf,73,39,0.13123851,34,45,32,32,25,39,32,43,38,22
986,M18_P74.rtf,F23_P39.rtf,74,39,0.224338031,44,36,39,29,22,39,32,43,38,22
987,M19_P76.rtf,F23_P39.rtf,76,39,0.050123804,37,31,24,24,31,39,32,43,38,22
988,M20_P77.rtf,F23_P39.rtf,77,39,0.17370606,36,50,34,30,33,39,32,43,38,22
989,M21_P78.rtf,F23_P39.rtf,78,39,-0.029242179,44,21,32,22,18,39,32,43,38,22
990,M22_P79.rtf,F23_P39.rtf,79,39,0.028349717,47,25,37,28,22,39,32,43,38,22
991,M23_P80.rtf,F23_P39.rtf,80,39,0.461181212,41,46,41,39,44,39,32,43,38,22
992,M24_P81.rtf,F23_P39.rtf,81,39,0.130235225,41,46,36,33,38,39,32,43,38,22
993,M25_P82.rtf,F23_P39.rtf,82,39,0.19485245,47,46,47,42,42,39,32,43,38,22
994,M26_P83.rtf,F23_P39.rtf,83,39,0.347643444,39,42,45,33,41,39,32,43,38,22
995,M27_P84.rtf,F23_P39.rtf,84,39,0.358797938,46,47,37,34,43,39,32,43,38,22
996,M28_P86.rtf,F23_P39.rtf,86,39,0.052912365,35,44,35,35,33,39,32,43,38,22
997,M29_P87.rtf,F23_P39.rtf,87,39,0.209462517,36,40,37,36,29,39,32,43,38,22
998,M30_P88.rtf,F23_P39.rtf,88,39,0.214008998,24,47,32,36,46,39,32,43,38,22
999,M31_P89.rtf,F23_P39.rtf,89,39,0.453183992,36,37,28,32,32,39,32,43,38,22
1000,M32_P90.rtf,F23_P39.rtf,90,39,0.596283048,23,35,38,38,32,39,32,43,38,22
1001,M33_P91.rtf,F23_P39.rtf,91,39,0.118188676,25,42,34,46,45,39,32,43,38,22
1002,M34_P92.rtf,F23_P39.rtf,92,39,0.071774228,48,46,36,44,37,39,32,43,38,22
1003,M35_P93.rtf,F23_P39.rtf,93,39,0.108931854,35,24,37,22,33,39,32,43,38,22
1004,M36_P94.rtf,F23_P39.rtf,94,39,0.147983706,41,33,28,39,42,39,32,43,38,22
1005,M37_P96.rtf,F23_P39.rtf,96,39,0.298640551,33,41,33,39,35,39,32,43,38,22
1006,M38_P97.rtf,F23_P39.rtf,97,39,0.350776583,42,44,38,26,29,39,32,43,38,22
1007,M39_P98.rtf,F23_P39.rtf,98,39,0.112553119,46,22,34,40,26,39,32,43,38,22
1008,M40_P99.rtf,F23_P39.rtf,99,39,0.156170295,34,45,32,34,28,39,32,43,38,22
1009,M41_P101.rtf,F23_P39.rtf,101,39,-0.010342061,34,40,42,33,40,39,32,43,38,22
1010,M42_P103.rtf,F23_P39.rtf,103,39,0.09846898,33,36,30,32,25,39,32,43,38,22
1011,M43_P104.rtf,F23_P39.rtf,104,39,0.267405221,35,44,40,41,35,39,32,43,38,22
1012,M44_P105.rtf,F23_P39.rtf,105,39,0.230814326,30,37,44,35,36,39,32,43,38,22
1013,M01_P2.rtf,F24_P40.rtf,2,40,0.070593673,30,33,41,43,22,31,36,31,32,18
1014,M02_P7.rtf,F24_P40.rtf,7,40,0.006235759,40,27,32,25,15,31,36,31,32,18
1015,M03_P12.rtf,F24_P40.rtf,12,40,0.272090571,39,33,31,30,30,31,36,31,32,18
1016,M04_P15.rtf,F24_P40.rtf,15,40,-0.043406458,39,35,31,39,43,31,36,31,32,18
1017,M05_P21.rtf,F24_P40.rtf,21,40,0.062190452,42,44,44,49,22,31,36,31,32,18
1018,M06_P24.rtf,F24_P40.rtf,24,40,0.033060227,37,37,31,31,32,31,36,31,32,18
1019,M07_P25.rtf,F24_P40.rtf,25,40,0.217870327,41,43,43,43,47,31,36,31,32,18
1020,M08_P30.rtf,F24_P40.rtf,30,40,0.079730733,29,39,39,37,34,31,36,31,32,18
1021,M09_P33.rtf,F24_P40.rtf,33,40,0.034498972,34,36,33,40,28,31,36,31,32,18
1022,M10_P34.rtf,F24_P40.rtf,34,40,0.073593799,39,28,34,39,33,31,36,31,32,18
1023,M11_P35.rtf,F24_P40.rtf,35,40,0.014397478,42,41,32,41,34,31,36,31,32,18
1024,M12_P37.rtf,F24_P40.rtf,37,40,0.187141363,35,39,35,41,34,31,36,31,32,18
1025,M13_P38.rtf,F24_P40.rtf,38,40,0.049667246,32,26,33,30,28,31,36,31,32,18
1026,M14_P50.rtf,F24_P40.rtf,50,40,0.174127832,48,28,43,36,25,31,36,31,32,18
1027,M15_P58.rtf,F24_P40.rtf,58,40,0.01932138,31,36,36,33,27,31,36,31,32,18
1028,M16_P66.rtf,F24_P40.rtf,66,40,0.085121255,34,29,35,38,35,31,36,31,32,18
1029,M17_P73.rtf,F24_P40.rtf,73,40,0.324099565,34,45,32,32,25,31,36,31,32,18
1030,M18_P74.rtf,F24_P40.rtf,74,40,0.081477128,44,36,39,29,22,31,36,31,32,18
1031,M19_P76.rtf,F24_P40.rtf,76,40,0.051348146,37,31,24,24,31,31,36,31,32,18
1032,M20_P77.rtf,F24_P40.rtf,77,40,0.082662947,36,50,34,30,33,31,36,31,32,18
1033,M21_P78.rtf,F24_P40.rtf,78,40,0.208223168,44,21,32,22,18,31,36,31,32,18
1034,M22_P79.rtf,F24_P40.rtf,79,40,0.075189766,47,25,37,28,22,31,36,31,32,18
1035,M23_P80.rtf,F24_P40.rtf,80,40,-0.009726742,41,46,41,39,44,31,36,31,32,18
1036,M24_P81.rtf,F24_P40.rtf,81,40,0.066527296,41,46,36,33,38,31,36,31,32,18
1037,M25_P82.rtf,F24_P40.rtf,82,40,0.164358112,47,46,47,42,42,31,36,31,32,18
1038,M26_P83.rtf,F24_P40.rtf,83,40,0.360216732,39,42,45,33,41,31,36,31,32,18
1039,M27_P84.rtf,F24_P40.rtf,84,40,0.223580353,46,47,37,34,43,31,36,31,32,18
1040,M28_P86.rtf,F24_P40.rtf,86,40,0.184555204,35,44,35,35,33,31,36,31,32,18
1041,M29_P87.rtf,F24_P40.rtf,87,40,0.076986046,36,40,37,36,29,31,36,31,32,18
1042,M30_P88.rtf,F24_P40.rtf,88,40,0.251419473,24,47,32,36,46,31,36,31,32,18
1043,M31_P89.rtf,F24_P40.rtf,89,40,0.383352357,36,37,28,32,32,31,36,31,32,18
1044,M32_P90.rtf,F24_P40.rtf,90,40,0.047697615,23,35,38,38,32,31,36,31,32,18
1045,M33_P91.rtf,F24_P40.rtf,91,40,-0.039964351,25,42,34,46,45,31,36,31,32,18
1046,M34_P92.rtf,F24_P40.rtf,92,40,0.338842056,48,46,36,44,37,31,36,31,32,18
1047,M35_P93.rtf,F24_P40.rtf,93,40,0.084008332,35,24,37,22,33,31,36,31,32,18
1048,M36_P94.rtf,F24_P40.rtf,94,40,-0.004100829,41,33,28,39,42,31,36,31,32,18
1049,M37_P96.rtf,F24_P40.rtf,96,40,0.05751314,33,41,33,39,35,31,36,31,32,18
1050,M38_P97.rtf,F24_P40.rtf,97,40,0.129036293,42,44,38,26,29,31,36,31,32,18
1051,M39_P98.rtf,F24_P40.rtf,98,40,0.038017873,46,22,34,40,26,31,36,31,32,18
1052,M40_P99.rtf,F24_P40.rtf,99,40,0.417931362,34,45,32,34,28,31,36,31,32,18
1053,M41_P101.rtf,F24_P40.rtf,101,40,0.18302576,34,40,42,33,40,31,36,31,32,18
1054,M42_P103.rtf,F24_P40.rtf,103,40,0.027341787,33,36,30,32,25,31,36,31,32,18
1055,M43_P104.rtf,F24_P40.rtf,104,40,0.064670293,35,44,40,41,35,31,36,31,32,18
1056,M44_P105.rtf,F24_P40.rtf,105,40,0.079647587,30,37,44,35,36,31,36,31,32,18
1057,M01_P2.rtf,F25_P41.rtf,2,41,0.677898816,30,33,41,43,22,30,37,36,36,25
1058,M02_P7.rtf,F25_P41.rtf,7,41,0.028762214,40,27,32,25,15,30,37,36,36,25
1059,M03_P12.rtf,F25_P41.rtf,12,41,0.253625502,39,33,31,30,30,30,37,36,36,25
1060,M04_P15.rtf,F25_P41.rtf,15,41,0.011289333,39,35,31,39,43,30,37,36,36,25
1061,M05_P21.rtf,F25_P41.rtf,21,41,0.038954966,42,44,44,49,22,30,37,36,36,25
