"","F01_P1.rtf","F02_P3.rtf","F03_P4.rtf","F04_P5.rtf","F05_P6.rtf","F06_P9.rtf","F07_P10.rtf","F08_P11.rtf","F09_P13.rtf","F10_P14.rtf","F11_P16.rtf","F12_P17.rtf","F13_P18.rtf","F14_P19.rtf","F15_P20.rtf","F16_P22.rtf","F17_P23.rtf","F18_P27.rtf","F19_P29.rtf","F20_P31.rtf","F21_P32.rtf","F22_P36.rtf","F23_P39.rtf","F24_P40.rtf","F25_P41.rtf","F26_P42.rtf","F27_P43.rtf","F28_P45.rtf","F29_P46.rtf","F30_P48.rtf","F31_P49.rtf","F32_P51.rtf","F33_P52.rtf","F34_P55.rtf","F35_P56.rtf","F36_P57.rtf","F37_P60.rtf","F38_P61.rtf","F39_P62.rtf","F40_P63.rtf","F41_P65.rtf","F42_P68.rtf","F43_P69.rtf","F44_P70.rtf","F45_P71.rtf","F46_P72.rtf","M01_P2.rtf","M02_P7.rtf","M03_P12.rtf","M04_P15.rtf","M05_P21.rtf","M06_P24.rtf","M07_P25.rtf","M08_P30.rtf","M09_P33.rtf","M10_P34.rtf","M11_P35.rtf","M12_P37.rtf","M13_P38.rtf","M14_P50.rtf","M15_P58.rtf","M16_P66.rtf","M17_P73.rtf","M18_P74.rtf","M19_P76.rtf","M20_P77.rtf","M21_P78.rtf","M22_P79.rtf","M23_P80.rtf","M24_P81.rtf","M25_P82.rtf","M26_P83.rtf","M27_P84.rtf","M28_P86.rtf","M29_P87.rtf","M30_P88.rtf","M31_P89.rtf","M32_P90.rtf","M33_P91.rtf","M34_P92.rtf","M35_P93.rtf","M36_P94.rtf","M37_P96.rtf","M38_P97.rtf","M39_P98.rtf","M40_P99.rtf","M41_P101.rtf","M42_P103.rtf","M43_P104.rtf","M44_P105.rtf"
"F11_P16.rtf",0.310658369439939,0.160853009746092,0.0804892203410431,0.246093744885264,-0.0263314656092877,0.297346577582942,0.0657948424319337,0.257744442668275,0.181470227032115,0.148135824783443,1,0.267990897075477,0.0264370146701246,0.299299029695924,0.0625238922790816,0.0432677180048478,0.296791752094197,0.00170929939216696,0.166502403384305,0.0790663648897605,0.163137033757344,0.214485655915248,0.262697484379676,-0.0716711912748794,0.309309042623687,-0.0924357911303756,0.124486002294229,0.231869672710224,0.128360773500939,0.190324269971931,0.0151593693234608,0.330312225026956,0.132046548387094,0.140888253041933,0.171438022812007,0.0549595397318519,0.324211610219792,0.319608281636033,0.171892175252519,-0.0235622187881356,0.123015996205333,0.0759611029230426,0.0896712393801805,0.186078446506217,0.0202381691746127,0.240222349089846,0.0383381582363853,0.125136120243407,0.0835064435494244,-0.0388396353228009,0.115638938674977,0.0346086719044688,0.0355093510902104,-0.0301921152684659,0.0152655790122425,0.288809287117656,0.196906504724282,0.116500387097368,0.0201344661781492,0.0168031068462683,0.00123574402684855,0.0569888452292705,0.207688533866013,0.210646230062507,0.0523126245963624,0.175982148069265,0.215006040181062,0.15729355586528,0.348080658282328,0.515655092644421,0.260529080424215,0.255214236938517,0.411862797946555,0.482411587256017,0.185744805907199,0.0806151936662776,0.172365961599708,0.256365113399832,0.230024806803148,0.148400198352629,0.113032416361375,-0.0219358311221868,-0.094202956441264,0.0703858313327044,0.00785808331819335,0.213812588382543,-0.0112134057651229,0.133914271357503,0.058240570353368,0.178141615509743
"F12_P17.rtf",0.402067848959359,0.131539789232437,0.302876921127169,0.106994641892844,-0.0398211588044661,0.0881894657768656,0.136587621753897,0.258905864570518,0.0660023875398048,0.150127064430716,0.267990897075477,1,0.251319607774694,0.0382985096176166,0.0781820716551276,0.0956198700948529,0.0585203696675054,0.114015376656898,0.225364886137826,0.0443416885825073,0.0542174208332354,0.24464343127352,0.43223566064673,0.309560077476178,0.166820219130102,0.129163577082179,0.248083002782667,0.307799797014639,0.0158044092113977,0.187406225973005,0.107254806695456,0.325958834273989,0.263945158973104,0.294411708625447,0.0210054584664136,0.0859418469628441,0.0436589789241146,0.436587088071897,0.122778619444775,-0.0298507716994696,0.132635924877479,0.0598940404841211,0.306496673509805,-0.0411941391839926,-0.0355326911440685,0.0747209776090521,0.180400020389763,0.108799786101266,0.19905933171158,0.0499141006474699,0.025094597991225,0.0684004854440625,0.00706693480865087,0.186774874033231,0.393354452033089,-0.065545521374568,-0.011695091847558,-0.0078320093028074,0.13909449082945,0.0506792603600969,0.0405731688134879,0.0786484541870338,0.0762151365695616,0.164342760472236,0.0528280041455552,-0.00857347874854102,0.111242150800675,0.0939941370240689,0.32969404171502,0.0670678288489171,0.15900538977576,0.434281166891229,0.0247591049000181,0.0176124188228007,0.0572322424634867,0.160676961267547,0.353396378991414,0.22284965624484,0.0589070792203869,0.22838518177493,0.0685852791120124,0.0622753448232185,0.0633345591486983,0.113730249914586,0.0489710396183779,0.163875754577117,-0.228342201551114,0.287634464003,0.147413699766224,0.0805019160052005
"F13_P18.rtf",0.484189621546693,0.138290969830608,0.575643368768214,0.254776859567771,0.17070131394865,0.165315957840403,0.371756359997177,0.271307295783899,0.554878189306156,0.250077085361973,0.0264370146701246,0.251319607774694,1,0.355202308939839,0.647355216734763,0.0437689460917737,0.131891518745209,0.33536921785447,0.194795822680222,0.0950658658034833,0.377669426964572,0.296800254719729,0.51956783352229,0.477273290597841,0.111090858523963,0.547275300073331,0.559534930206111,0.519620667799148,0.161638365830116,0.382927188106157,0.126291217154644,0.35053777237491,0.24500429947541,0.189678926492327,0.44037779461761,0.119895525344286,0.061241482847409,0.153868442885199,0.496750989075629,0.271961590847196,0.580832059243689,0.147235737886574,0.31110136795537,0.229120891605629,0.249892461068337,0.291987468919981,0.033116948514836,0.17472997013338,0.736569657032989,0.212780417321138,0.127523696315293,0.245632392801167,0.422055563353351,0.115226224057799,0.119444491391257,0.124071959898937,0.396644779585856,0.441382861484384,0.190978146042925,0.294813120871209,0.0640068198320012,0.528126292255071,0.213656672603102,0.0799783091126564,0.102159595113383,0.048079230884517,0.0748395837600744,0.0231851566374153,0.159411572145975,0.0429344903548693,0.29203166743002,0.338049873766231,0.508764510317771,0.20962394088978,0.356009894695895,0.224568222551627,0.629757878327949,0.308298021199057,0.178498953434092,0.238911805438751,0.0796456563066136,0.151072749787179,0.180747931439408,0.537882200225119,0.131529958764301,0.347732909090265,0.272786656123868,0.0187250748038039,0.30609336541386,0.233579239522104
"F14_P19.rtf",0.10142940723069,-0.00410010132904334,0.450919949238405,0.488658629923488,0.420089669440574,0.197362077396218,0.18475292789117,0.337687060428816,0.489853141094945,0.562149592779883,0.299299029695924,0.0382985096176166,0.355202308939839,1,0.636956945784931,0.317846876709343,0.144526237358247,0.185109572150554,0.0921014275887037,0.0431797602113381,0.251331125661268,0.209034766065284,0.19473016578009,0.227199910624586,0.326118680807408,0.18191370879925,0.101358035001377,0.275267463917807,0.0998398358408009,-0.00741777581444654,0.0424809804054632,0.603913822289702,0.132948874209239,0.41634824515958,0.371645785528578,-0.00362729334092025,0.266763111954016,0.474301725953582,0.508658085796204,0.264614100427015,0.249255031517714,0.0698756164214496,0.144543957285152,0.295381813531835,0.182652686656962,0.273264250511233,-0.00705922653912379,0.0749031542647716,0.300295092688071,-0.00743572528200863,0.233078811532184,0.036874880595662,0.492822100504808,0.0411926387558499,0.320242738510153,0.228563926799627,0.377036088981591,0.13043023120843,-0.00980693287932593,0.26230111107891,-0.00866285002109914,0.206287604187501,0.289467470900232,-0.00977423894138712,0.0142965482493249,0.183007012285264,0.256170653749482,-0.0130717296328071,0.295462587492424,0.194527675235772,0.484179897543138,0.285802511135506,0.397631679391769,0.390866401867116,0.00320380742385963,0.159006054151293,0.293844167869652,0.0864128871093316,0.203295279181166,0.0789162310107428,0.0352547650095443,0.188493995886478,0.00633538328784422,0.21736035654638,0.0247275171184952,0.431362536224095,0.384094034134998,0.130919456735178,0.277949097738664,0.0597592228396505
"F15_P20.rtf",0.224004519149103,0.173789789664989,0.683177152454182,0.39868526677193,0.244983378106275,0.0814947391481246,0.0318835315836828,0.474937783018129,0.474262766362754,0.418561063304077,0.0625238922790816,0.0781820716551276,0.647355216734763,0.636956945784931,1,0.249784477625569,0.183490220177891,0.272334148637884,0.14805866393046,0.0976697202026225,0.445831378223586,0.197339461143408,0.446631146647278,0.341905596928152,0.375513980226589,0.257436364254244,0.354789534375296,0.374610820035404,0.0844260403772592,0.10804598114625,0.111170037542322,0.478295106687219,0.241156100134584,0.335519368301152,0.503712586202166,0.127025562656873,0.0525769628646103,0.290032458391755,0.574735734098836,0.32462307989473,0.232681252286396,0.113926076075447,0.393629725827012,0.427492580119702,0.455212376426685,0.425378902617662,0.07996652495727,-0.0117045102404963,0.537182851904506,0.128489757387247,0.16944045996925,0.193327492435098,0.419412705693633,0.0547593420420986,0.272185635361177,0.17338896648392,0.526943738874212,0.321041367840266,0.0962977782760097,0.382157642210407,-0.00641603340925814,0.407918343623053,0.259103427028255,0.116012239160703,0.0229760428966134,0.222261452491542,0.278323971959477,0.0697751041836619,0.143344803743311,0.0457206315518723,0.390024370345177,0.318258019727145,0.594935763104924,0.234713130109967,0.34175910410868,0.190093340827651,0.383414021517572,0.0833984253035356,0.0763387035033611,0.270284607167434,0.105936025784287,0.157701445486611,0.204508868937608,0.338766338352185,0.216622525793608,0.304935562864236,0.400391142221614,0.135464419600332,0.32874630194141,0.15386679899461
"F16_P22.rtf",0.086474992661762,0.0441837056309416,0.151784331711587,0.605795720254141,0.0418551371696732,0.0862143300458502,-0.0174966151910752,0.225118270135448,0.082717923197729,0.308351026127785,0.0432677180048478,0.0956198700948529,0.0437689460917737,0.317846876709343,0.249784477625569,1,0.00554367203723684,0.0407488802853282,-0.00539873492747696,0.0716703865835363,0.428297403387555,0.0861398234951519,-0.0390545427916687,0.0329750863152678,0.209466142652892,0.071102870602923,0.221100354453007,0.137792268419889,0.0338511382975212,0.152637567126494,0.0650410856819005,0.387048135962175,0.0491845843904691,0.0027801372874757,0.203575751841311,0.00607374991673654,0.325464962725532,0.54916541973436,0.339686493182535,0.0581565035473257,0.105609484358552,0.0164937773714792,0.0626199141280075,0.192832195693392,0.0205999148480294,0.171493513247517,0.0410837217374561,0.0586867847442263,0.00121996606327626,0.0311490050611971,0.029827785161327,0.0678302090689911,-0.0225757214868174,0.107723886718101,0.0512119581020763,0.0321084000841521,0.156844314956067,-0.174344003921466,0.0270368596026985,0.346271041732316,0.0503075934334322,0.264463481753083,0.0597072897438608,0.164179737197042,0.0362268440906725,0.0533288973464932,-0.0292666650826832,0.0541080198624437,0.0841253006781815,0.0485599300752377,-0.17179690604808,0.153796062935969,0.0769059731477682,0.0266574416571531,0.0224819344969445,-0.0520851004752098,0.088255827921689,-0.0543232350950223,0.101065515360301,0.41283443805563,0.0148446622692124,0.0883067636725797,-0.00444971786022906,0.254612668571682,0.207123941743799,-0.036925328056898,0.209816812588824,-0.0207973281192475,0.135694592507802,0.026150724563759
"F17_P23.rtf",0.113670832068677,0.0360954529483087,0.098355050749988,0.086000775006781,0.162188857714084,0.107478826829093,0.167498773902708,0.144924699910899,0.0609384436498359,0.159273084893735,0.296791752094197,0.0585203696675054,0.131891518745209,0.144526237358247,0.183490220177891,0.00554367203723684,1,0.103330469610446,0.0370555428645091,0.0975601400086393,0.106854708912071,0.147894303321461,0.200946085510311,0.0613782520880327,0.202435789405959,0.0069496074012575,0.114385860841092,0.128156108214926,0.0862025500051072,0.240648933059526,0.0758611353339941,0.341792179823222,0.177909414706937,0.0631957421468758,0.0765534637671549,-0.00840067349147971,-0.0675428787798121,0.0923473099223924,0.190477878090037,0.0176720757914998,0.0353420273011833,0.0495062913951358,0.351318356525891,0.108312599188672,0.0196381560037205,0.294533277984538,0.052709935921919,0.0159427628170272,0.14455561844185,-0.0134936222841314,0.0418797099212036,0.147391577328291,0.100019950707033,0.162869305814458,-0.0319723166709075,0.0779524880333678,0.0146291124691738,0.0491108457067197,0.0831629342908524,0.0954761732094907,0.0552569871950303,0.0274708018022562,0.113198715203987,0.055056923894074,0.0498895819656365,0.00556557873338475,0.115024978862568,0.0547865340204112,0.0435698662151554,0.04788383086423,0.194123818125513,0.273099554092979,0.43711015568379,0.0841123491751768,0.0166243865612922,-0.020780484361002,0.21557142477967,0.0759610196428297,8.5952166912517e-05,0.0792230707781925,0.0356621945738401,0.0641522897284802,0.0378354629582251,0.128700320001808,0.0639679633387399,0.10079468811507,0.138886681690538,0.070691037120747,0.205372206210819,0.0795110776561749
"F18_P27.rtf",0.294269960326862,0.00512305063371025,0.12868212175077,0.111909556509485,0.273188614665286,0.226893622581503,0.156285989260049,0.247509224030801,0.192148917657523,0.149323729946373,0.00170929939216696,0.114015376656898,0.33536921785447,0.185109572150554,0.272334148637884,0.0407488802853282,0.103330469610446,1,0.155381233481134,0.0934324002456681,0.29286287018123,0.164692797554374,0.501062223175955,0.315482206526955,0.189642452659756,0.505953178118592,0.0933248542523082,0.46169626108179,0.0412133900295156,0.0505945789856588,0.0794699508716004,0.230590205305616,0.393851882983918,0.0424940824810859,0.198407565730638,0.0621447100236003,0.0174437188137091,0.127967311552474,0.463220027804993,0.59124790211804,0.0150787754582529,0.114198008282289,0.475962572427833,0.190451789714521,0.131717548877808,0.160381930013529,0.14445332721374,0.0625233653442022,0.376426962670676,0.141419193993143,0.137080091659996,0.856346851300264,0.0999287899536026,0.116413249763359,0.128526091846576,0.189301986748276,0.119871255233182,0.0810475783453367,0.0576500876377578,0.194672291750486,0.0593092598341923,0.269741424419538,0.223294723630019,0.245434892486536,0.168011667018073,0.150585533279945,0.0368379287161448,0.0572541662517601,0.35929820322026,0.112409768070801,0.250098789419848,0.459141706059139,0.152258530598647,0.0759372443245471,0.0034609935061507,0.325697513367216,0.35019463655103,0.310608373406178,0.0727633140562025,0.240099000467056,0.128919952286133,0.0778297249713384,0.00375509408579881,0.131019567808447,0.0299531250294401,0.442225097799956,0.0651516606445099,0.13370580726884,0.0534932298567168,0.107041178731317
"F19_P29.rtf",0.0674569442662194,0.0432742810640525,0.170417696375238,0.102225754110987,0.052254208574171,0.0265215050920387,0.103932084445257,0.151895168983665,0.0978613342123754,0.155545659722867,0.166502403384305,0.225364886137826,0.194795822680222,0.0921014275887037,0.14805866393046,-0.00539873492747696,0.0370555428645091,0.155381233481134,1,0.00851991254420119,0.189603256346252,0.175900686274815,0.0768756572077563,0.170046880938195,0.20085738545187,0.231060861400216,0.0350778173820494,0.282778805704067,0.0499138337996302,0.0498774199234851,0.0961412073749294,0.133709729621996,0.124578148180965,-0.0297182631601583,0.12157106323379,0.0112230806547541,0.0962951798572053,0.109824633389737,0.0671888864253304,0.325770424503376,0.0197534312925351,0.0862975957384637,0.103543612870671,0.205269782760279,0.0457005392608314,0.248776599040127,0.0699442268090516,0.0368748469419798,0.106535002190282,0.0259857296982717,0.0909748965275559,0.0599123550348689,0.0328325404940529,0.0831682246416667,0.0296376364904158,0.141836816364227,0.230523926146212,0.0796112394312286,0.0622526111722182,-0.0299582191867988,0.109246119368103,0.0990372697249579,0.121064073556504,0.0266181233914181,0.0574280715627574,0.0486252823568568,0.121940712271796,0.0221352856356726,0.0200539826941572,0.0559712901377959,0.0858080220183894,0.272789588560894,0.30035543837309,0.044888778200552,0.0581520130732615,0.0632189792825795,0.322703719583475,0.0634695744972615,0.129615814577647,0.109950876645315,0.0626334607978407,0.0248624629877776,0.16132509693226,0.102266443517588,0.0729900991120025,0.0614266129176235,0.178855642568467,0.0772021686906799,0.1434541815176,0.0360662609147732
"F20_P31.rtf",0.0760153241843348,0.0321871640947772,0.00725264605239385,0.0176327925216003,0.0623724833124178,0.119405301050444,0.0636003042734427,0.0946432363477753,0.0715771992636817,0.123564135118384,0.0790663648897605,0.0443416885825073,0.0950658658034833,0.0431797602113381,0.0976697202026225,0.0716703865835363,0.0975601400086393,0.0934324002456681,0.00851991254420119,1,0.069225736973704,0.586999127927828,-0.00652727143836775,0.0658678068316936,0.067259419100396,0.20551034417285,-0.00601382831202595,0.186316923926746,0.0701629720871094,0.121246693721229,0.0929280745801046,0.169314101639457,0.0496415123704534,0.0698165514385674,0.0495117322620629,0.0703139325498795,0.0488655521132306,0.0873554275723559,0.101705748362769,0.0577375535349987,-0.0535551990335255,0.0302126772324089,0.108950370895217,0.226665171645595,0.028722622904913,0.195289304179563,0.0343617843284544,0.0472278091548802,0.0963421738566372,0.0307315199700211,0.0275116279893946,0.0409499549536542,0.129496353813174,-0.0212015958497843,0.225128535664163,0.161113692294886,0.14862535790627,0.0875947564209154,0.0885410601133576,0.209135645602795,0.024333054318727,0.0740658553778541,0.0658544819145284,-0.0770449883215953,0.03774632902527,0.0384146970445679,0.107077461168201,0.0780230132776015,0.0253248469244204,0.0559741324517321,0.312352785401348,0.338526236413463,-0.0448084428764126,0.047639868492238,0.151626064400306,-0.0163889407299983,0.212170327211267,0.0824053935076098,0.010352294580734,0.160529212215812,0.0400772537857758,0.0110443675062119,0.117371903820871,0.0937017067306763,0.0161931683981738,-0.0171698113489814,0.0989704222243711,0.0553798451631641,0.0186236035615327,0.116653721198015
"F21_P32.rtf",0.424800145608084,0.273045804230193,0.306461005341602,0.625829512517133,0.299343994090616,0.153618744472664,0.0980188153361755,0.577772309325598,0.597402079772654,0.493223901265321,0.163137033757344,0.0542174208332354,0.377669426964572,0.251331125661268,0.445831378223586,0.428297403387555,0.106854708912071,0.29286287018123,0.189603256346252,0.069225736973704,1,0.313425439217917,0.390297780600424,0.123887010948824,0.318195534975911,0.262453653482561,0.615400940200574,0.404145758081394,0.141469900072717,0.574744017754336,0.18789475902451,0.598646234372858,0.327837122003275,0.116257977965333,0.639330862832148,0.237553226640555,0.504367862674497,0.403848040521791,0.640367194473405,0.250493350489175,0.0979478323588232,0.0542119981226736,0.376742076752336,0.447019511933245,0.212761459259141,0.323283071563834,0.161119650362564,0.222416569961946,0.524607832177459,0.223457656256732,0.0660462678372755,0.212052516145662,0.251003896988869,0.162998636049238,0.144410584486112,0.616082836676998,0.548666537339207,0.412777367574702,0.0466827671850156,0.474232674176063,0.194664761733379,0.742352982354259,0.503789923125585,0.455260803064148,0.0687427448350913,0.255056051925169,0.323959200182317,0.367921393647824,0.276281238683334,0.183453145301191,0.0694632911349935,0.404789948283644,0.504138344749449,0.00305885037050155,0.101194007875849,0.34387750058352,0.518553358885903,0.487055881256863,0.310259525551094,0.351792438872405,0.0398068380766077,0.108102983362861,0.216310082368224,0.608207086525999,0.322933470936606,0.172985464377104,0.568722557278913,0.0770113049402348,0.364722394468184,0.0934084359361541
"F22_P36.rtf",0.336696064120937,0.0548768975844068,0.0233027600349762,0.309306074275784,0.0597152876001957,0.0688810560767588,0.141456328497034,0.550724259987676,0.36318497006825,0.325473490484412,0.214485655915248,0.24464343127352,0.296800254719729,0.209034766065284,0.197339461143408,0.0861398234951519,0.147894303321461,0.164692797554374,0.175900686274815,0.586999127927828,0.313425439217917,1,0.110261305015682,0.157872520789626,0.0355591470593365,0.273232012961284,0.238869340162836,0.133153022022953,0.0268956039102103,0.401582315066874,0.0224474398240501,0.518266815185773,-0.112446265446055,0.141219179818341,0.212944985263702,0.33784119292448,0.137069160247495,0.213847541763836,0.429677824786981,0.0892224400914137,0.300325732767899,0.0417337743929017,0.0690575528481467,0.190654428457183,0.0911776968612363,0.490077607668573,0.0118482616688954,0.0372376239314257,0.345438697985182,-0.0774029508406597,0.0211866085013596,0.156047847865832,0.323771575356497,0.136143385685816,0.238445567727076,0.26077281487139,0.276653984310456,0.159566062760226,0.0518259685481594,0.205174035570132,0.117336083854484,0.19740949986697,0.200047657368091,0.196044494522775,0.063337471116773,0.162955122584856,0.16221437749803,0.0584242025260947,0.101705457465936,0.0352410054448103,0.258028285106647,0.285788928883021,0.222340447452574,0.0938400536296583,0.0801056824462003,0.273031702726063,0.429014668809128,0.298979866949831,0.104181157379505,0.0750292448470566,0.0208993762154968,-0.0441107291657478,0.0584232027573656,0.390093002251267,0.0145629796350649,0.160128732862432,0.15996589102868,0.210157195928244,0.176450121759484,-0.168595454540353
"F23_P39.rtf",0.663787032610245,0.158588398751169,0.404938550333044,0.151604196548167,0.17961115499299,0.163008664381475,-0.0220535173587081,0.224541489082378,0.364049493916553,0.113351196742403,0.262697484379676,0.43223566064673,0.51956783352229,0.19473016578009,0.446631146647278,-0.0390545427916687,0.200946085510311,0.501062223175955,0.0768756572077563,-0.00652727143836775,0.390297780600424,0.110261305015682,1,0.165788140988293,0.134570237729037,0.301041323319826,0.351767378759055,0.60499117231057,0.0580744801003523,0.207538864567697,0.146699106391689,0.276353451806329,0.504971373323754,0.356866059157615,0.310113669712588,0.0258672848786357,0.145653650626702,0.204417366159245,0.438679429001562,0.190452581300113,0.0900998385792508,0.172373291886704,0.546148944881946,0.0965993366686585,0.158044226480207,0.0969371551239381,0.0286501379418002,0.160278387514432,0.634182206178291,0.0538023518752774,0.214629150360348,0.470571283997278,0.0421425968321022,-0.0173300866521855,0.210983133497111,0.209468861203359,0.230700733937445,0.215385047467397,0.0214590383791661,0.270055407050452,0.109587366292572,0.472191935646168,0.131238510118507,0.22433803051621,0.0501238035590635,0.173706059956058,-0.0292421790084474,0.0283497172373064,0.461181211871888,0.130235225107223,0.194852449802923,0.347643444483362,0.358797937919609,0.0529123645215668,0.209462517334075,0.214008998345666,0.453183992373933,0.596283047566846,0.118188675859545,0.071774227843244,0.108931854327082,0.147983705996442,0.298640551046285,0.350776583222573,0.112553119285627,0.156170295178485,-0.010342061269538,0.0984689803757559,0.267405220601235,0.23081432612274
"F24_P40.rtf",0.142620702725899,-0.0141981112731291,0.185261262077865,-0.0196513112607615,0.376067191250703,0.283279546523912,0.112829529632266,0.0978875137654415,0.00489169238127421,0.164852335731112,-0.0716711912748794,0.309560077476178,0.477273290597841,0.227199910624586,0.341905596928152,0.0329750863152678,0.0613782520880327,0.315482206526955,0.170046880938195,0.0658678068316936,0.123887010948824,0.157872520789626,0.165788140988293,1,0.0437027718034076,0.143489286033352,0.274449820228797,0.168537447752793,0.0159773063023367,0.221845815512705,0.0773061137537146,0.112713947693321,0.273373866233763,-0.0239995110613734,0.0813239001895358,0.0562434840317196,0.0166567950599054,0.124426110386246,0.254975245802477,0.0232604469028425,0.266011510961239,0.0401163388321046,0.247534049260837,-0.0829363045234594,0.182236739464833,0.0434323619167775,0.0705936733026807,0.0062357593158304,0.272090570866638,-0.0434064584167213,0.0621904521773075,0.0330602272487767,0.217870326663795,0.079730732951702,0.0344989722268801,0.0735937987427807,0.0143974779650267,0.187141362558936,0.0496672459673136,0.174127832349867,0.0193213800325151,0.0851212546820923,0.324099564809837,0.0814771276459925,0.0513481458038066,0.0826629473778548,0.208223168002383,0.0751897658252577,-0.00972674195309667,0.0665272960020583,0.16435811215597,0.360216731676264,0.223580353439342,0.184555204466728,0.0769860460741317,0.251419473132387,0.383352357423306,0.0476976147118637,-0.0399643506067179,0.338842056346583,0.0840083324465976,-0.0041008287216518,0.0575131403981294,0.129036293221533,0.0380178732045374,0.417931361638098,0.183025760041335,0.0273417873079088,0.0646702929893861,0.0796475870008453
"F25_P41.rtf",0.146390052362461,0.135129284413198,0.32687329778852,0.494361912673917,0.20614721472588,0.157272797618972,-0.0151184759922301,0.431123849352008,0.30885362307572,0.479499285523227,0.309309042623687,0.166820219130102,0.111090858523963,0.326118680807408,0.375513980226589,0.209466142652892,0.202435789405959,0.189642452659756,0.20085738545187,0.067259419100396,0.318195534975911,0.0355591470593365,0.134570237729037,0.0437027718034076,1,0.0221601357250191,0.0105036433289222,0.138114555660374,0.100099499174293,0.102157552355337,0.0645242146931279,0.396364972728961,0.193064032172235,0.0699223411939136,0.380296086135464,0.0680599548037426,0.105744250285296,0.306814922570603,0.346874179525244,0.234237227289089,0.0170937760229741,0.0460730982023191,0.228791957143593,0.66782189990027,0.130326278402432,0.216935122867034,0.677898816155023,0.0287622135184813,0.253625502071441,0.011289333337841,0.0389549655325006,0.0902906731920688,0.365692988232084,0.0460719484392698,0.17363562154019,0.262526365226377,0.289894263992172,0.218343624614232,0.201402606600098,0.196827587269502,0.0215690867900109,0.295139604302113,0.251398226430351,0.177480343158288,0.0308270868736921,0.0310648295493907,0.195923413921295,-0.0227737516883553,0.276808687343952,0.236239835263126,0.427457018215532,0.362974420428687,0.402730854186403,0.0858078598089834,0.166079895670268,0.0830987947312927,0.311212066515874,0.0517129640769158,0.532648662485875,0.26067640424894,0.0370086222204579,-0.0414801921098922,0.0527524444475995,0.166782239709901,0.154590673594991,0.301812841005311,0.375394220413065,0.122466047619954,0.0321323669145111,0.15894377902697
"F26_P42.rtf",0.190395186603454,0.135074238123154,0.148881952500024,0.222453896591958,0.0861442775254021,0.098707881632982,0.210387857739152,0.192471332674624,0.253341316906111,0.0817237190352721,-0.0924357911303756,0.129163577082179,0.547275300073331,0.18191370879925,0.257436364254244,0.071102870602923,0.0069496074012575,0.505953178118592,0.231060861400216,0.20551034417285,0.262453653482561,0.273232012961284,0.301041323319826,0.143489286033352,0.0221601357250191,1,0.290580684330391,0.471728436154335,0.0210680632511137,0.197313214025676,0.0186997657825621,0.143849106210365,0.1571271888486,-0.0479902961595683,0.160363896843932,0.0978308485445873,0.0459323030512766,0.151038987480203,0.192582026162567,0.279325260693762,0.307440723963033,0.122027608835581,-0.0130124926615889,0.092637612978867,-0.0110711867097674,0.108149615530694,0.112304223167559,0.0091062459092113,0.422429774807016,0.193587673786409,0.118655422079691,0.434286498851903,0.118159546944556,0.0722284282599722,0.137161047830787,0.0238732142057822,0.197822659417963,0.213563783966645,0.191958765852096,0.159065261134667,0.0253503054779953,0.282071689573501,0.107462442597642,-0.184123844443858,0.00817183247438996,0.0938984549296925,0.0839231269349009,0.0963994893737455,0.426776276118841,0.0620902793466046,0.148766193267723,0.323754663313443,0.209277771297314,0.0186003722734121,0.0114477095803611,0.214750658976486,0.378027415162741,0.171431342685577,0.0946181039953516,-0.0339754306713697,0.0702154108653427,0.123076774496806,-0.0207859284250056,0.241274123658366,0.0996140745240856,0.224592621073487,0.165172864372409,0.0931251089707247,0.505552645737797,0.257042469104888
"F27_P43.rtf",0.476767561080587,0.171474076707145,0.275508832234338,0.443730422582075,0.155034650804796,0.0490087180714864,0.0839723736705413,0.4174806678959,0.523069040737567,0.198364589322334,0.124486002294229,0.248083002782667,0.559534930206111,0.101358035001377,0.354789534375296,0.221100354453007,0.114385860841092,0.0933248542523082,0.0350778173820494,-0.00601382831202595,0.615400940200574,0.238869340162836,0.351767378759055,0.274449820228797,0.0105036433289222,0.290580684330391,1,0.378252985021069,0.0142474152233394,0.587595479468417,0.203268506207674,0.418570212621314,0.0655892707300826,-0.00211046802733344,0.560020536148278,0.159099918349399,0.253741224334347,0.277043421828311,0.434353786515193,0.00805781787346582,0.38390175607954,-0.0048753810400747,0.178684434360808,0.292670228147842,0.0531545933424947,0.267348406713177,0.0203223446610491,0.146460447110892,0.482487607577374,0.329955542323052,0.0853735631671263,0.0392582125589876,0.321489673021479,0.038702910685349,0.036519121044852,0.20602000314085,0.332131518720825,0.36267439751733,0.101590467916134,0.427619498623972,0.0572578151708123,0.622330188864485,0.231853640515827,0.32035520088174,0.0902705651420552,0.0999072762361004,0.0617600218562598,0.483707484593158,0.115981224796526,0.0707529608886846,0.00307069394916757,0.284682071999545,0.413475217445851,0.178890622417275,0.120968395873136,0.333387256868554,0.420903423220632,0.282150504616518,0.264043289435696,0.382229223703988,0.0565357775797338,0.286021998865866,0.258296351907772,0.714226357355149,0.177838061932293,0.120066808034049,0.289450581223715,0.355050670304056,0.241434814619643,0.229479372666936
