,M-File,F-File,M-Part,F-Part,Cosine
1329,M09_P33.rtf,F31_P49.rtf,33,,0.182174314
1330,M10_P34.rtf,F31_P49.rtf,34,,0.078653219
1331,M11_P35.rtf,F31_P49.rtf,35,,0.204121997
1332,M12_P37.rtf,F31_P49.rtf,37,,0.013477829
1333,M13_P38.rtf,F31_P49.rtf,38,,0.052094082
1334,M14_P50.rtf,F31_P49.rtf,50,,0.063274772
1335,M15_P58.rtf,F31_P49.rtf,58,,0.011370927
1336,M16_P66.rtf,F31_P49.rtf,66,,0.294922971
1337,M17_P73.rtf,F31_P49.rtf,73,,0.149696915
1338,M18_P74.rtf,F31_P49.rtf,74,,0.069368543
1339,M19_P76.rtf,F31_P49.rtf,76,,0.073151412
1340,M20_P77.rtf,F31_P49.rtf,77,,0.011261429
1341,M21_P78.rtf,F31_P49.rtf,78,,0.219543729
1342,M22_P79.rtf,F31_P49.rtf,79,,0.04326911
1343,M23_P80.rtf,F31_P49.rtf,80,,0.077678239
1344,M24_P81.rtf,F31_P49.rtf,81,,0.053824772
1345,M25_P82.rtf,F31_P49.rtf,82,,0.181530863
1346,M26_P83.rtf,F31_P49.rtf,83,,0.322190258
1347,M27_P84.rtf,F31_P49.rtf,84,,0.037834259
1348,M28_P86.rtf,F31_P49.rtf,86,,0.072960169
1349,M29_P87.rtf,F31_P49.rtf,87,,0.092553953
1350,M30_P88.rtf,F31_P49.rtf,88,,0.14080313
1351,M31_P89.rtf,F31_P49.rtf,89,,0.255613106
1352,M32_P90.rtf,F31_P49.rtf,90,,0.056615912
1353,M33_P91.rtf,F31_P49.rtf,91,,0.063039896
1354,M34_P92.rtf,F31_P49.rtf,92,,0.100319464
1355,M35_P93.rtf,F31_P49.rtf,93,,0.057594109
1356,M36_P94.rtf,F31_P49.rtf,94,,0.001820319
1357,M37_P96.rtf,F31_P49.rtf,96,,0.044619247
1358,M38_P97.rtf,F31_P49.rtf,97,,0.179439036
1359,M39_P98.rtf,F31_P49.rtf,98,,0.016258412
1360,M40_P99.rtf,F31_P49.rtf,99,,0.182966445
1361,M41_P101.rtf,F31_P49.rtf,101,,0.04705825
1362,M42_P103.rtf,F31_P49.rtf,103,,0.039661793
1363,M43_P104.rtf,F31_P49.rtf,104,,0.079633162
1364,M44_P105.rtf,F31_P49.rtf,105,,0.031124122
1365,M01_P2.rtf,F32_P51.rtf,2,,0.133782526
1366,M02_P7.rtf,F32_P51.rtf,7,,0.277439932
1367,M03_P12.rtf,F32_P51.rtf,12,,0.40736875
1368,M04_P15.rtf,F32_P51.rtf,15,,0.229934162
1369,M05_P21.rtf,F32_P51.rtf,21,,0.125645455
1370,M06_P24.rtf,F32_P51.rtf,24,,0.139417172
1371,M07_P25.rtf,F32_P51.rtf,25,,0.505894251
1372,M08_P30.rtf,F32_P51.rtf,30,,0.215891094
1373,M09_P33.rtf,F32_P51.rtf,33,,0.341276298
1374,M10_P34.rtf,F32_P51.rtf,34,,0.371989644
1375,M11_P35.rtf,F32_P51.rtf,35,,0.492379015
1376,M12_P37.rtf,F32_P51.rtf,37,,0.251981217
1377,M13_P38.rtf,F32_P51.rtf,38,,0.10585412
1378,M14_P50.rtf,F32_P51.rtf,50,,0.43956302
1379,M15_P58.rtf,F32_P51.rtf,58,,0.220590052
1380,M16_P66.rtf,F32_P51.rtf,66,,0.490877334
1381,M17_P73.rtf,F32_P51.rtf,73,,0.398988262
1382,M18_P74.rtf,F32_P51.rtf,74,,0.346796676
1383,M19_P76.rtf,F32_P51.rtf,76,,0.055179003
1384,M20_P77.rtf,F32_P51.rtf,77,,0.055389223
1385,M21_P78.rtf,F32_P51.rtf,78,,0.259313425
1386,M22_P79.rtf,F32_P51.rtf,79,,0.174222792
1387,M23_P80.rtf,F32_P51.rtf,80,,0.326772264
1388,M24_P81.rtf,F32_P51.rtf,81,,0.177339074
1389,M25_P82.rtf,F32_P51.rtf,82,,0.362845635
1390,M26_P83.rtf,F32_P51.rtf,83,,0.47581858
1391,M27_P84.rtf,F32_P51.rtf,84,,0.460003243
1392,M28_P86.rtf,F32_P51.rtf,86,,0.238561632
1393,M29_P87.rtf,F32_P51.rtf,87,,-0.023761001
1394,M30_P88.rtf,F32_P51.rtf,88,,0.288707987
1395,M31_P89.rtf,F32_P51.rtf,89,,0.494124712
1396,M32_P90.rtf,F32_P51.rtf,90,,0.307963326
1397,M33_P91.rtf,F32_P51.rtf,91,,0.247285371
1398,M34_P92.rtf,F32_P51.rtf,92,,0.235885448
1399,M35_P93.rtf,F32_P51.rtf,93,,0.163098426
1400,M36_P94.rtf,F32_P51.rtf,94,,0.178728297
1401,M37_P96.rtf,F32_P51.rtf,96,,0.054867645
1402,M38_P97.rtf,F32_P51.rtf,97,,0.565335343
1403,M39_P98.rtf,F32_P51.rtf,98,,0.301694477
1404,M40_P99.rtf,F32_P51.rtf,99,,0.267792366
1405,M41_P101.rtf,F32_P51.rtf,101,,0.424746243
1406,M42_P103.rtf,F32_P51.rtf,103,,0.391441111
1407,M43_P104.rtf,F32_P51.rtf,104,,0.210992493
1408,M44_P105.rtf,F32_P51.rtf,105,,-0.062344352
1409,M01_P2.rtf,F33_P52.rtf,2,,0.026372345
1410,M02_P7.rtf,F33_P52.rtf,7,,0.024528165
1411,M03_P12.rtf,F33_P52.rtf,12,,0.358975146
1412,M04_P15.rtf,F33_P52.rtf,15,,-0.025601456
1413,M05_P21.rtf,F33_P52.rtf,21,,0.115946044
1414,M06_P24.rtf,F33_P52.rtf,24,,0.267513164
1415,M07_P25.rtf,F33_P52.rtf,25,,0.057751424
1416,M08_P30.rtf,F33_P52.rtf,30,,-0.062637765
1417,M09_P33.rtf,F33_P52.rtf,33,,0.335351378
1418,M10_P34.rtf,F33_P52.rtf,34,,0.409627879
1419,M11_P35.rtf,F33_P52.rtf,35,,0.175332806
1420,M12_P37.rtf,F33_P52.rtf,37,,0.173122881
1421,M13_P38.rtf,F33_P52.rtf,38,,0.133613662
1422,M14_P50.rtf,F33_P52.rtf,50,,0.288032185
1423,M15_P58.rtf,F33_P52.rtf,58,,0.096622376
1424,M16_P66.rtf,F33_P52.rtf,66,,0.122267659
1425,M17_P73.rtf,F33_P52.rtf,73,,0.234778024
1426,M18_P74.rtf,F33_P52.rtf,74,,0.467076418
1427,M19_P76.rtf,F33_P52.rtf,76,,0.155582061
1428,M20_P77.rtf,F33_P52.rtf,77,,0.000749494
1429,M21_P78.rtf,F33_P52.rtf,78,,0.232105696
1430,M22_P79.rtf,F33_P52.rtf,79,,-0.002042206
1431,M23_P80.rtf,F33_P52.rtf,80,,0.404712269
1432,M24_P81.rtf,F33_P52.rtf,81,,0.045997819
1433,M25_P82.rtf,F33_P52.rtf,82,,0.169254215
1434,M26_P83.rtf,F33_P52.rtf,83,,0.499979101
1435,M27_P84.rtf,F33_P52.rtf,84,,0.287246818
1436,M28_P86.rtf,F33_P52.rtf,86,,0.048629222
1437,M29_P87.rtf,F33_P52.rtf,87,,0.113784353
1438,M30_P88.rtf,F33_P52.rtf,88,,0.336906331
1439,M31_P89.rtf,F33_P52.rtf,89,,0.497025555
1440,M32_P90.rtf,F33_P52.rtf,90,,0.344738905
1441,M33_P91.rtf,F33_P52.rtf,91,,0.043311984
1442,M34_P92.rtf,F33_P52.rtf,92,,0.382405213
1443,M35_P93.rtf,F33_P52.rtf,93,,0.08290123
1444,M36_P94.rtf,F33_P52.rtf,94,,-0.049914181
1445,M37_P96.rtf,F33_P52.rtf,96,,0.211317317
1446,M38_P97.rtf,F33_P52.rtf,97,,0.016721811
1447,M39_P98.rtf,F33_P52.rtf,98,,0.071091066
1448,M40_P99.rtf,F33_P52.rtf,99,,0.339755835
1449,M41_P101.rtf,F33_P52.rtf,101,,0.23128448
1450,M42_P103.rtf,F33_P52.rtf,103,,0.025645907
1451,M43_P104.rtf,F33_P52.rtf,104,,0.407230378
1452,M44_P105.rtf,F33_P52.rtf,105,,0.342515178
1453,M01_P2.rtf,F34_P55.rtf,2,,0.012286653
1454,M02_P7.rtf,F34_P55.rtf,7,,0.055977925
1455,M03_P12.rtf,F34_P55.rtf,12,,0.17134485
1456,M04_P15.rtf,F34_P55.rtf,15,,0.07555962
1457,M05_P21.rtf,F34_P55.rtf,21,,0.077982525
1458,M06_P24.rtf,F34_P55.rtf,24,,0.060996366
1459,M07_P25.rtf,F34_P55.rtf,25,,-0.004244708
1460,M08_P30.rtf,F34_P55.rtf,30,,0.059123386
1461,M09_P33.rtf,F34_P55.rtf,33,,0.128250771
1462,M10_P34.rtf,F34_P55.rtf,34,,0.191686351
1463,M11_P35.rtf,F34_P55.rtf,35,,0.238930146
1464,M12_P37.rtf,F34_P55.rtf,37,,-0.028747524
1465,M13_P38.rtf,F34_P55.rtf,38,,0.050345831
1466,M14_P50.rtf,F34_P55.rtf,50,,0.190826785
1467,M15_P58.rtf,F34_P55.rtf,58,,0.152320329
1468,M16_P66.rtf,F34_P55.rtf,66,,0.114258118
1469,M17_P73.rtf,F34_P55.rtf,73,,0.131093365
1470,M18_P74.rtf,F34_P55.rtf,74,,-0.138765633
1471,M19_P76.rtf,F34_P55.rtf,76,,0.04971684
1472,M20_P77.rtf,F34_P55.rtf,77,,0.054201793
1473,M21_P78.rtf,F34_P55.rtf,78,,0.158149646
1474,M22_P79.rtf,F34_P55.rtf,79,,0.153750392
1475,M23_P80.rtf,F34_P55.rtf,80,,-0.062266084
1476,M24_P81.rtf,F34_P55.rtf,81,,-0.002687527
1477,M25_P82.rtf,F34_P55.rtf,82,,0.322519896
1478,M26_P83.rtf,F34_P55.rtf,83,,0.192502523
1479,M27_P84.rtf,F34_P55.rtf,84,,0.1548301
1480,M28_P86.rtf,F34_P55.rtf,86,,0.029495029
1481,M29_P87.rtf,F34_P55.rtf,87,,0.026866858
1482,M30_P88.rtf,F34_P55.rtf,88,,0.125373402
1483,M31_P89.rtf,F34_P55.rtf,89,,0.055943005
1484,M32_P90.rtf,F34_P55.rtf,90,,0.364174124
1485,M33_P91.rtf,F34_P55.rtf,91,,0.024128986
1486,M34_P92.rtf,F34_P55.rtf,92,,0.014342144
1487,M35_P93.rtf,F34_P55.rtf,93,,0.039087229
1488,M36_P94.rtf,F34_P55.rtf,94,,0.005341272
1489,M37_P96.rtf,F34_P55.rtf,96,,0.107691755
1490,M38_P97.rtf,F34_P55.rtf,97,,-0.139278186
1491,M39_P98.rtf,F34_P55.rtf,98,,0.05209286
1492,M40_P99.rtf,F34_P55.rtf,99,,0.12427172
1493,M41_P101.rtf,F34_P55.rtf,101,,-0.021359606
1494,M42_P103.rtf,F34_P55.rtf,103,,-0.031440999
1495,M43_P104.rtf,F34_P55.rtf,104,,0.069070475
1496,M44_P105.rtf,F34_P55.rtf,105,,0.078242736
1497,M01_P2.rtf,F35_P56.rtf,2,,0.177199478
1498,M02_P7.rtf,F35_P56.rtf,7,,0.479130285
1499,M03_P12.rtf,F35_P56.rtf,12,,0.38972826
1500,M04_P15.rtf,F35_P56.rtf,15,,0.056459268
1501,M05_P21.rtf,F35_P56.rtf,21,,0.123701975
1502,M06_P24.rtf,F35_P56.rtf,24,,0.053249639
1503,M07_P25.rtf,F35_P56.rtf,25,,0.490845667
1504,M08_P30.rtf,F35_P56.rtf,30,,-0.036274359
1505,M09_P33.rtf,F35_P56.rtf,33,,0.163769354
1506,M10_P34.rtf,F35_P56.rtf,34,,0.204740753
1507,M11_P35.rtf,F35_P56.rtf,35,,0.48903055
1508,M12_P37.rtf,F35_P56.rtf,37,,0.425470302
1509,M13_P38.rtf,F35_P56.rtf,38,,0.178931733
1510,M14_P50.rtf,F35_P56.rtf,50,,0.294053405
1511,M15_P58.rtf,F35_P56.rtf,58,,0.056220629
1512,M16_P66.rtf,F35_P56.rtf,66,,0.559513186
1513,M17_P73.rtf,F35_P56.rtf,73,,0.210817905
1514,M18_P74.rtf,F35_P56.rtf,74,,0.369869993
1515,M19_P76.rtf,F35_P56.rtf,76,,0.02832733
1516,M20_P77.rtf,F35_P56.rtf,77,,0.31034753
1517,M21_P78.rtf,F35_P56.rtf,78,,0.044417049
1518,M22_P79.rtf,F35_P56.rtf,79,,0.343165073
1519,M23_P80.rtf,F35_P56.rtf,80,,0.259154913
1520,M24_P81.rtf,F35_P56.rtf,81,,0.143046896
1521,M25_P82.rtf,F35_P56.rtf,82,,0.299360803
1522,M26_P83.rtf,F35_P56.rtf,83,,0.147556426
1523,M27_P84.rtf,F35_P56.rtf,84,,0.415371969
1524,M28_P86.rtf,F35_P56.rtf,86,,0.1380921
1525,M29_P87.rtf,F35_P56.rtf,87,,0.062204841
1526,M30_P88.rtf,F35_P56.rtf,88,,0.123080347
1527,M31_P89.rtf,F35_P56.rtf,89,,0.406305441
1528,M32_P90.rtf,F35_P56.rtf,90,,0.080810066
1529,M33_P91.rtf,F35_P56.rtf,91,,0.383921479
1530,M34_P92.rtf,F35_P56.rtf,92,,0.279885136
1531,M35_P93.rtf,F35_P56.rtf,93,,0.14340215
1532,M36_P94.rtf,F35_P56.rtf,94,,0.218232405
1533,M37_P96.rtf,F35_P56.rtf,96,,0.178991426
1534,M38_P97.rtf,F35_P56.rtf,97,,0.656237744
1535,M39_P98.rtf,F35_P56.rtf,98,,0.356807304
1536,M40_P99.rtf,F35_P56.rtf,99,,0.132329176
1537,M41_P101.rtf,F35_P56.rtf,101,,0.400998462
1538,M42_P103.rtf,F35_P56.rtf,103,,0.186335004
1539,M43_P104.rtf,F35_P56.rtf,104,,0.155449649
1540,M44_P105.rtf,F35_P56.rtf,105,,-0.008541844
1541,M01_P2.rtf,F36_P57.rtf,2,,0.04821818
1542,M02_P7.rtf,F36_P57.rtf,7,,0.015689591
1543,M03_P12.rtf,F36_P57.rtf,12,,0.069589198
1544,M04_P15.rtf,F36_P57.rtf,15,,0.004646702
1545,M05_P21.rtf,F36_P57.rtf,21,,0.020206264
1546,M06_P24.rtf,F36_P57.rtf,24,,0.124395272
1547,M07_P25.rtf,F36_P57.rtf,25,,-0.028812943
1548,M08_P30.rtf,F36_P57.rtf,30,,0.044714048
1549,M09_P33.rtf,F36_P57.rtf,33,,-0.025174558
1550,M10_P34.rtf,F36_P57.rtf,34,,0.017445722
1551,M11_P35.rtf,F36_P57.rtf,35,,0.113475735
1552,M12_P37.rtf,F36_P57.rtf,37,,0.038121105
1553,M13_P38.rtf,F36_P57.rtf,38,,0.030522417
1554,M14_P50.rtf,F36_P57.rtf,50,,0.196570075
1555,M15_P58.rtf,F36_P57.rtf,58,,0.040429613
1556,M16_P66.rtf,F36_P57.rtf,66,,-0.016342808
1557,M17_P73.rtf,F36_P57.rtf,73,,0.113512211
1558,M18_P74.rtf,F36_P57.rtf,74,,0.163663543
1559,M19_P76.rtf,F36_P57.rtf,76,,0.017180393
1560,M20_P77.rtf,F36_P57.rtf,77,,0.001179301
1561,M21_P78.rtf,F36_P57.rtf,78,,0.264081045
1562,M22_P79.rtf,F36_P57.rtf,79,,0.025773501
1563,M23_P80.rtf,F36_P57.rtf,80,,-0.001834743
1564,M24_P81.rtf,F36_P57.rtf,81,,0.112553554
1565,M25_P82.rtf,F36_P57.rtf,82,,-0.009665471
1566,M26_P83.rtf,F36_P57.rtf,83,,0.251532524
1567,M27_P84.rtf,F36_P57.rtf,84,,0.211274129
1568,M28_P86.rtf,F36_P57.rtf,86,,0.050800202
1569,M29_P87.rtf,F36_P57.rtf,87,,0.061450847
1570,M30_P88.rtf,F36_P57.rtf,88,,-0.026881728
1571,M31_P89.rtf,F36_P57.rtf,89,,0.175783164
1572,M32_P90.rtf,F36_P57.rtf,90,,0.03383889
1573,M33_P91.rtf,F36_P57.rtf,91,,0.124676003
1574,M34_P92.rtf,F36_P57.rtf,92,,0.010521996
1575,M35_P93.rtf,F36_P57.rtf,93,,0.054907135
1576,M36_P94.rtf,F36_P57.rtf,94,,0.043880023
1577,M37_P96.rtf,F36_P57.rtf,96,,0.091878801
1578,M38_P97.rtf,F36_P57.rtf,97,,0.232219832
1579,M39_P98.rtf,F36_P57.rtf,98,,0.105449828
1580,M40_P99.rtf,F36_P57.rtf,99,,0.116825624
1581,M41_P101.rtf,F36_P57.rtf,101,,0.194917428
1582,M42_P103.rtf,F36_P57.rtf,103,,0.093556899
1583,M43_P104.rtf,F36_P57.rtf,104,,0.083304596
1584,M44_P105.rtf,F36_P57.rtf,105,,0.066644992
1585,M01_P2.rtf,F37_P60.rtf,2,,0.051997769
1586,M02_P7.rtf,F37_P60.rtf,7,,-0.062622872
1587,M03_P12.rtf,F37_P60.rtf,12,,0.284412186
1588,M04_P15.rtf,F37_P60.rtf,15,,0.115916088
1589,M05_P21.rtf,F37_P60.rtf,21,,0.059219442
1590,M06_P24.rtf,F37_P60.rtf,24,,-0.012595496
1591,M07_P25.rtf,F37_P60.rtf,25,,0.043675169
1592,M08_P30.rtf,F37_P60.rtf,30,,0.059453252
1593,M09_P33.rtf,F37_P60.rtf,33,,-0.069892931
1594,M10_P34.rtf,F37_P60.rtf,34,,0.777030057
1595,M11_P35.rtf,F37_P60.rtf,35,,0.263049988
1596,M12_P37.rtf,F37_P60.rtf,37,,0.200436037
1597,M13_P38.rtf,F37_P60.rtf,38,,0.007553362
1598,M14_P50.rtf,F37_P60.rtf,50,,0.134633093
1599,M15_P58.rtf,F37_P60.rtf,58,,-0.010069433
1600,M16_P66.rtf,F37_P60.rtf,66,,0.304428631
1601,M17_P73.rtf,F37_P60.rtf,73,,0.379028076
1602,M18_P74.rtf,F37_P60.rtf,74,,0.173094629
1603,M19_P76.rtf,F37_P60.rtf,76,,0.040506413
1604,M20_P77.rtf,F37_P60.rtf,77,,0.046419305
1605,M21_P78.rtf,F37_P60.rtf,78,,0.30097858
1606,M22_P79.rtf,F37_P60.rtf,79,,0.079675063
1607,M23_P80.rtf,F37_P60.rtf,80,,0.314639447
1608,M24_P81.rtf,F37_P60.rtf,81,,0.059363995
1609,M25_P82.rtf,F37_P60.rtf,82,,-0.114060936
1610,M26_P83.rtf,F37_P60.rtf,83,,0.20577991
1611,M27_P84.rtf,F37_P60.rtf,84,,0.239911275
1612,M28_P86.rtf,F37_P60.rtf,86,,0.138174878
1613,M29_P87.rtf,F37_P60.rtf,87,,0.064725803
1614,M30_P88.rtf,F37_P60.rtf,88,,0.285193524
1615,M31_P89.rtf,F37_P60.rtf,89,,0.220364541
1616,M32_P90.rtf,F37_P60.rtf,90,,0.60193072
1617,M33_P91.rtf,F37_P60.rtf,91,,0.183421844
1618,M34_P92.rtf,F37_P60.rtf,92,,0.140760142
1619,M35_P93.rtf,F37_P60.rtf,93,,0.148190623
1620,M36_P94.rtf,F37_P60.rtf,94,,0.273902754
1621,M37_P96.rtf,F37_P60.rtf,96,,0.086482265
1622,M38_P97.rtf,F37_P60.rtf,97,,0.207926156
1623,M39_P98.rtf,F37_P60.rtf,98,,0.110597361
1624,M40_P99.rtf,F37_P60.rtf,99,,0.077636756
1625,M41_P101.rtf,F37_P60.rtf,101,,0.256364012
1626,M42_P103.rtf,F37_P60.rtf,103,,-0.003455456
1627,M43_P104.rtf,F37_P60.rtf,104,,0.09262916
1628,M44_P105.rtf,F37_P60.rtf,105,,0.104671646
1629,M01_P2.rtf,F38_P61.rtf,2,,0.099642793
1630,M02_P7.rtf,F38_P61.rtf,7,,0.101900644
1631,M03_P12.rtf,F38_P61.rtf,12,,0.161138866
1632,M04_P15.rtf,F38_P61.rtf,15,,0.072026492
1633,M05_P21.rtf,F38_P61.rtf,21,,0.144671425
1634,M06_P24.rtf,F38_P61.rtf,24,,0.098145913
1635,M07_P25.rtf,F38_P61.rtf,25,,0.18218086
1636,M08_P30.rtf,F38_P61.rtf,30,,0.160487874
1637,M09_P33.rtf,F38_P61.rtf,33,,0.147146087
1638,M10_P34.rtf,F38_P61.rtf,34,,0.281765716
1639,M11_P35.rtf,F38_P61.rtf,35,,0.345163932
1640,M12_P37.rtf,F38_P61.rtf,37,,-0.018447765
1641,M13_P38.rtf,F38_P61.rtf,38,,0.085426234
1642,M14_P50.rtf,F38_P61.rtf,50,,0.173763706
1643,M15_P58.rtf,F38_P61.rtf,58,,-0.048653314
1644,M16_P66.rtf,F38_P61.rtf,66,,0.253906905
1645,M17_P73.rtf,F38_P61.rtf,73,,0.269760629
1646,M18_P74.rtf,F38_P61.rtf,74,,0.092980875
1647,M19_P76.rtf,F38_P61.rtf,76,,0.071576521
1648,M20_P77.rtf,F38_P61.rtf,77,,-0.005518889
1649,M21_P78.rtf,F38_P61.rtf,78,,0.171012677
1650,M22_P79.rtf,F38_P61.rtf,79,,0.091363924
1651,M23_P80.rtf,F38_P61.rtf,80,,0.537433888
1652,M24_P81.rtf,F38_P61.rtf,81,,0.087463586
1653,M25_P82.rtf,F38_P61.rtf,82,,0.064976635
1654,M26_P83.rtf,F38_P61.rtf,83,,0.36743485
1655,M27_P84.rtf,F38_P61.rtf,84,,0.23710658
1656,M28_P86.rtf,F38_P61.rtf,86,,0.192414329
1657,M29_P87.rtf,F38_P61.rtf,87,,0.03657796
1658,M30_P88.rtf,F38_P61.rtf,88,,0.230563597
1659,M31_P89.rtf,F38_P61.rtf,89,,0.259218719
1660,M32_P90.rtf,F38_P61.rtf,90,,0.211886247
1661,M33_P91.rtf,F38_P61.rtf,91,,0.127889661
1662,M34_P92.rtf,F38_P61.rtf,92,,0.086852058
1663,M35_P93.rtf,F38_P61.rtf,93,,0.180876305
1664,M36_P94.rtf,F38_P61.rtf,94,,0.242083223
1665,M37_P96.rtf,F38_P61.rtf,96,,0.014402711
1666,M38_P97.rtf,F38_P61.rtf,97,,0.265793575
1667,M39_P98.rtf,F38_P61.rtf,98,,0.461679284
1668,M40_P99.rtf,F38_P61.rtf,99,,0.096904377
1669,M41_P101.rtf,F38_P61.rtf,101,,0.137072132
1670,M42_P103.rtf,F38_P61.rtf,103,,0.31473666
1671,M43_P104.rtf,F38_P61.rtf,104,,0.041364071
1672,M44_P105.rtf,F38_P61.rtf,105,,0.02990927
1673,M01_P2.rtf,F39_P62.rtf,2,,-0.001060403
1674,M02_P7.rtf,F39_P62.rtf,7,,0.120397358
1675,M03_P12.rtf,F39_P62.rtf,12,,0.63636315
1676,M04_P15.rtf,F39_P62.rtf,15,,0.001556488
1677,M05_P21.rtf,F39_P62.rtf,21,,0.113850357
1678,M06_P24.rtf,F39_P62.rtf,24,,0.349038386
1679,M07_P25.rtf,F39_P62.rtf,25,,0.5589524
1680,M08_P30.rtf,F39_P62.rtf,30,,0.048914866
1681,M09_P33.rtf,F39_P62.rtf,33,,0.262311902
1682,M10_P34.rtf,F39_P62.rtf,34,,0.398805806
1683,M11_P35.rtf,F39_P62.rtf,35,,0.553696929
1684,M12_P37.rtf,F39_P62.rtf,37,,0.410834476
1685,M13_P38.rtf,F39_P62.rtf,38,,0.111686466
1686,M14_P50.rtf,F39_P62.rtf,50,,0.388558175
1687,M15_P58.rtf,F39_P62.rtf,58,,0.039337793
1688,M16_P66.rtf,F39_P62.rtf,66,,0.587915466
1689,M17_P73.rtf,F39_P62.rtf,73,,0.408528731
1690,M18_P74.rtf,F39_P62.rtf,74,,0.542882372
1691,M19_P76.rtf,F39_P62.rtf,76,,0.071697692
1692,M20_P77.rtf,F39_P62.rtf,77,,0.044123001
1693,M21_P78.rtf,F39_P62.rtf,78,,0.099317738
1694,M22_P79.rtf,F39_P62.rtf,79,,0.069429461
1695,M23_P80.rtf,F39_P62.rtf,80,,0.310815158
1696,M24_P81.rtf,F39_P62.rtf,81,,0.126892944
1697,M25_P82.rtf,F39_P62.rtf,82,,0.393706265
1698,M26_P83.rtf,F39_P62.rtf,83,,0.398545106
1699,M27_P84.rtf,F39_P62.rtf,84,,0.502851381
1700,M28_P86.rtf,F39_P62.rtf,86,,0.168766991
1701,M29_P87.rtf,F39_P62.rtf,87,,0.000616454
1702,M30_P88.rtf,F39_P62.rtf,88,,0.547462571
1703,M31_P89.rtf,F39_P62.rtf,89,,0.579006762
1704,M32_P90.rtf,F39_P62.rtf,90,,0.359347914
1705,M33_P91.rtf,F39_P62.rtf,91,,0.186542057
1706,M34_P92.rtf,F39_P62.rtf,92,,0.326864307
1707,M35_P93.rtf,F39_P62.rtf,93,,0.132028012
1708,M36_P94.rtf,F39_P62.rtf,94,,0.060512478
1709,M37_P96.rtf,F39_P62.rtf,96,,0.125610384
1710,M38_P97.rtf,F39_P62.rtf,97,,0.574578434
1711,M39_P98.rtf,F39_P62.rtf,98,,0.326056685
1712,M40_P99.rtf,F39_P62.rtf,99,,0.326953295
1713,M41_P101.rtf,F39_P62.rtf,101,,0.382346646
1714,M42_P103.rtf,F39_P62.rtf,103,,0.153853718
1715,M43_P104.rtf,F39_P62.rtf,104,,0.113530208
1716,M44_P105.rtf,F39_P62.rtf,105,,-0.052000484
1717,M01_P2.rtf,F40_P63.rtf,2,,0.128447832
1718,M02_P7.rtf,F40_P63.rtf,7,,0.095775959
1719,M03_P12.rtf,F40_P63.rtf,12,,0.188971362
1720,M04_P15.rtf,F40_P63.rtf,15,,-0.016556131
1721,M05_P21.rtf,F40_P63.rtf,21,,0.042369162
1722,M06_P24.rtf,F40_P63.rtf,24,,0.525238548
1723,M07_P25.rtf,F40_P63.rtf,25,,0.182783052
1724,M08_P30.rtf,F40_P63.rtf,30,,-0.001275488
1725,M09_P33.rtf,F40_P63.rtf,33,,0.142809867
1726,M10_P34.rtf,F40_P63.rtf,34,,0.135597028
1727,M11_P35.rtf,F40_P63.rtf,35,,0.308546431
1728,M12_P37.rtf,F40_P63.rtf,37,,0.009905969
1729,M13_P38.rtf,F40_P63.rtf,38,,0.150839461
1730,M14_P50.rtf,F40_P63.rtf,50,,0.192007841
1731,M15_P58.rtf,F40_P63.rtf,58,,0.04352853
1732,M16_P66.rtf,F40_P63.rtf,66,,0.098659419
1733,M17_P73.rtf,F40_P63.rtf,73,,0.076908208
1734,M18_P74.rtf,F40_P63.rtf,74,,0.30510332
1735,M19_P76.rtf,F40_P63.rtf,76,,0.07896994
1736,M20_P77.rtf,F40_P63.rtf,77,,0.033566161
1737,M21_P78.rtf,F40_P63.rtf,78,,0.032524422
1738,M22_P79.rtf,F40_P63.rtf,79,,0.183436463
1739,M23_P80.rtf,F40_P63.rtf,80,,0.011200502
1740,M24_P81.rtf,F40_P63.rtf,81,,0.095507126
1741,M25_P82.rtf,F40_P63.rtf,82,,0.379030992
1742,M26_P83.rtf,F40_P63.rtf,83,,0.279945145
1743,M27_P84.rtf,F40_P63.rtf,84,,0.22718128
1744,M28_P86.rtf,F40_P63.rtf,86,,0.02961217
1745,M29_P87.rtf,F40_P63.rtf,87,,0.006023156
1746,M30_P88.rtf,F40_P63.rtf,88,,0.408805071
1747,M31_P89.rtf,F40_P63.rtf,89,,0.258726122
1748,M32_P90.rtf,F40_P63.rtf,90,,0.082841303
1749,M33_P91.rtf,F40_P63.rtf,91,,0.063524598
1750,M34_P92.rtf,F40_P63.rtf,92,,0.355756684
1751,M35_P93.rtf,F40_P63.rtf,93,,0.055241065
1752,M36_P94.rtf,F40_P63.rtf,94,,0.042850681
1753,M37_P96.rtf,F40_P63.rtf,96,,0.225805759
1754,M38_P97.rtf,F40_P63.rtf,97,,-0.048017071
1755,M39_P98.rtf,F40_P63.rtf,98,,-0.001698227
1756,M40_P99.rtf,F40_P63.rtf,99,,0.366016389
1757,M41_P101.rtf,F40_P63.rtf,101,,0.089263202
1758,M42_P103.rtf,F40_P63.rtf,103,,0.020170621
1759,M43_P104.rtf,F40_P63.rtf,104,,0.118105652
1760,M44_P105.rtf,F40_P63.rtf,105,,0.084309637
1761,M01_P2.rtf,F41_P65.rtf,2,,0.083261248
1762,M02_P7.rtf,F41_P65.rtf,7,,0.065461697
1763,M03_P12.rtf,F41_P65.rtf,12,,0.417586169
